Feature,Label
66.1934716796875,1
68.68059871839567,1
91.49974867724868,1
92.7981703125,1
84.57088171844588,1
109.77074880952381,1
,1
105.28937339782715,1
92.33006222222222,1
130.6507028592687,1
90.17701904761904,1
153.38271949404762,1
99.90414965986395,1
68.57948687287416,1
120.91722470238095,1
110.0601945980223,1
85.07613894107405,1
119.3923721832483,1
92.33006222222222,1
59.77188949273697,1
118.30283591630877,1
80.24224064625851,1
110.04498058332645,1
134.63096650035448,1
102.87684471365638,1
77.3798837131142,1
62.36511127091143,1
77.35057844125305,1
80.21510283801021,1
100.24471859056122,1
112.69539886267007,1
56.458755967619176,1
118.27601509353741,1
124.74962797619048,1
105.17807492492163,1
105.5659943664966,1
77.88875185185185,1
112.69539886267007,1
32.628058479532164,1
32.628058479532164,1
113.10140869140625,1
139.80627330569573,1
85.84907147315855,1
58.22171537219357,1
146.1605503003003,1
78.30252352880339,1
49.97344154854443,1
105.585466908763,1
72.51536960514233,1
64.57972609819122,1
72.55947227375799,1
48.70991400875547,1
91.63505392912172,1
35.13178240740741,1
108.75918237118633,1
117.4441419937902,1
117.4441419937902,1
55.79605976768453,1
50.07527923976608,1
118.23181069302721,1
42.697151089891975,1
139.80627330569573,1
39.58454375,1
127.73755713222789,1
100.31976114204873,1
151.80546044444444,1
68.54769212372449,1
120.95824032738095,1
117.15537654320988,1
99.19470321637426,1
81.34261040438516,1
114.82002617639813,1
130.70000930059524,1
78.414224,1
153.34103954081633,1
124.70753613945578,1
68.7190330154602,1
100.28989291028911,1
66.91538923611111,1
112.73010336947279,1
118.23181069302721,1
76.70497851851852,1
96.38119635416666,1
80.18547379889456,1
80.27209555697279,1
64.86089406461308,1
66.61834714795009,1
124.86652935875787,1
117.15537654320988,1
160.68744197612733,0
202.13522371846497,0
210.90439316612384,0
102.23956552706552,0
210.24766026877572,0
63.69050299401198,0
92.57962084557342,0
166.2084456755925,0
95.5148484437819,0
152.30537228404876,0
110.62879813477738,0
85.57249810024119,0
41.48999656193801,0
66.86142470981078,0
62.936960261383575,0
202.25337307501243,0
151.4686183449074,0
220.62173497942388,0
149.0596438172043,0
198.122461903011,0
162.77211155378487,0
202.25337307501243,0
235.3112697468438,0
212.20469614174533,0
133.876500608176,0
154.50180279078845,0
139.77894460488318,0
213.06766090534978,0
189.96277529392285,0
206.39816692512625,0
108.98093839205059,0
199.49714933333334,0
217.8337671799967,0
196.74438024691358,0
220.77407078189302,0
94.96982281834741,0
117.82612888888889,0
49.21336857562408,0
199.8060341116079,0
229.7927206491141,0
146.19458738508953,0
220.77407078189302,0
206.39816692512625,0
208.11808575799267,0
157.26803053152366,0
194.4683010412548,0
52.07761174071474,0
214.8108775694003,0
45.17018325617284,0
177.52454615356692,0
76.08337141910913,0
212.51910581222057,0
215.6855968225211,0
138.18817526065456,0
54.55296097028861,0
140.2041808588793,0
70.29545653533458,0
227.20739857592318,0
133.876500608176,0
115.5856358736243,0
141.4737195633921,0
161.16935330892056,0
123.37037023186238,0
90.66225316455696,0
121.67002125875217,0
91.17623007872504,0
102.29038461538461,0
210.95001550387596,0
159.11717643467642,0
119.45987148268398,0
125.39274180476066,0
225.40824041811845,0
181.71357324106114,0
109.86993492063492,0
203.5712037037037,0
144.95263247863247,0
106.45895403377111,0
228.89242063492063,0
153.39536808300394,0
122.47302754505455,0
148.58196614583332,0
161.18623296879124,0
139.10484097222223,0
118.6934354718587,0
89.24865614408418,0
211.8834313228811,0
79.85468319559229,0
122.27582611281005,0
205.87105319512565,0
